,subject,sentence_type,question,speaker,intonation,illocution,annoyance,authority,polite,stance,illoc_2,perloc_2,gender,age,race,region,bias,exp_date,speaker_gen
5505,R_1d5jpJEHNLTj0vy,Imperative,Highway,Ed,Rise,info_s,29,41,78,60,,,M,20s,Caucasian_A,"Haverhill, MA",advice,2/8/16,M
5506,R_1d5jpJEHNLTj0vy,Imperative,Dinner,Ed,Rise,wish,21,63,71,57,,,M,20s,Caucasian_A,"Haverhill, MA",wish,2/8/16,M
5507,R_1d5jpJEHNLTj0vy,Imperative,Well,Andrea,H_Level,wish,10,30,69,75,,,M,20s,Caucasian_A,"Haverhill, MA",wish,2/8/16,F
5508,R_1d5jpJEHNLTj0vy,Imperative,Cookie,Kate,H_Level,invitation,7,15,74,72,,,M,20s,Caucasian_A,"Haverhill, MA",suggestion,2/8/16,F
5509,R_1d5jpJEHNLTj0vy,Imperative,Cards,Andrea,H_Level,request,62,54,28,40,,,M,20s,Caucasian_A,"Haverhill, MA",invitation,2/8/16,F
5510,R_ZKV6nhL7wxzJWWR,Imperative,Report,Kate,Fall,request,73,100,64,51,,,M,20s,Caucasian_A,Dothan,command,2/8/16,F
5511,R_ZKV6nhL7wxzJWWR,Imperative,Friday,Aron,Rise,request,32,67,50,43,,,M,20s,Caucasian_A,Dothan,command,2/8/16,M
5512,R_ZKV6nhL7wxzJWWR,Imperative,Pill,Kate,Rise,request,5,66,100,70,,,M,20s,Caucasian_A,Dothan,advice,2/8/16,F
5513,R_ZKV6nhL7wxzJWWR,Imperative,Highway,Ed,Fall,suggestion,30,56,50,49,,,M,20s,Caucasian_A,Dothan,advice,2/8/16,M
5514,R_ZKV6nhL7wxzJWWR,Imperative,Dinner,Ed,Level,wish,71,49,45,48,,,M,20s,Caucasian_A,Dothan,wish,2/8/16,M
5515,R_ZKV6nhL7wxzJWWR,Imperative,Well,Andrea,H_Level,wish,0,42,100,100,,,M,20s,Caucasian_A,Dothan,wish,2/8/16,F
5516,R_ZKV6nhL7wxzJWWR,Imperative,Cookie,Kate,Fall,request,12,67,89,90,,,M,20s,Caucasian_A,Dothan,suggestion,2/8/16,F
5517,R_ZKV6nhL7wxzJWWR,Imperative,Cards,Andrea,Level,invitation,36,47,69,74,,,M,20s,Caucasian_A,Dothan,invitation,2/8/16,F
5518,R_W7AXhvPImPCRR2F,Imperative,Report,Kate,Fall,request,30,82,50,46,,,F,20s,Asian_A,"Los Angeles, California",command,2/8/16,F
5519,R_W7AXhvPImPCRR2F,Imperative,Friday,Aron,Fall,request,41,89,42,31,,,F,20s,Asian_A,"Los Angeles, California",command,2/8/16,M
5520,R_W7AXhvPImPCRR2F,Imperative,Pill,Kate,H_Level,request,11,50,64,50,,,F,20s,Asian_A,"Los Angeles, California",advice,2/8/16,F
5521,R_W7AXhvPImPCRR2F,Imperative,Highway,Ed,Level,suggestion,51,40,49,21,,He sounds exhausted,F,20s,Asian_A,"Los Angeles, California",advice,2/8/16,M
5522,R_W7AXhvPImPCRR2F,Imperative,Dinner,Ed,H_Level,wish,10,0,60,45,He sounds exhausted,,F,20s,Asian_A,"Los Angeles, California",wish,2/8/16,M
5523,R_W7AXhvPImPCRR2F,Imperative,Well,Andrea,Rise,info_s,0,0,47,44,"She sounds confused, as if she's reading a ""get well"" card when she's not sick",,F,20s,Asian_A,"Los Angeles, California",wish,2/8/16,F
5524,R_W7AXhvPImPCRR2F,Imperative,Cookie,Kate,H_Level,request,0,60,72,61,,,F,20s,Asian_A,"Los Angeles, California",suggestion,2/8/16,F
5525,R_W7AXhvPImPCRR2F,Imperative,Cards,Andrea,Fall,request,62,40,30,40,,,F,20s,Asian_A,"Los Angeles, California",invitation,2/8/16,F
5526,R_12xp4GVfmfGfbLq,Imperative,Report,Kate,Fall,request,70,81,30,24,,,M,40s,Caucasian_A,Crossville Tennessee,command,2/8/16,F
5527,R_12xp4GVfmfGfbLq,Imperative,Friday,Aron,Rise,info_s,29,21,71,61,,unsure,M,40s,Caucasian_A,Crossville Tennessee,command,2/8/16,M
5528,R_12xp4GVfmfGfbLq,Imperative,Pill,Kate,H_Level,request,20,53,72,81,,,M,40s,Caucasian_A,Crossville Tennessee,advice,2/8/16,F
5529,R_12xp4GVfmfGfbLq,Imperative,Highway,Ed,H_Level,suggestion,19,19,71,61,,Almost seems scared.,M,40s,Caucasian_A,Crossville Tennessee,advice,2/8/16,M
5530,R_12xp4GVfmfGfbLq,Imperative,Dinner,Ed,Fall,wish,40,40,70,57,,There did not seem to be much feeling in the voice of the speaker,M,40s,Caucasian_A,Crossville Tennessee,wish,2/8/16,M
5531,R_12xp4GVfmfGfbLq,Imperative,Well,Andrea,Fall,wish,41,30,40,62,,seemed fairly bleh about the statement. Not much feeling.,M,40s,Caucasian_A,Crossville Tennessee,wish,2/8/16,F
5532,R_12xp4GVfmfGfbLq,Imperative,Cookie,Kate,Level,request,10,11,60,66,,,M,40s,Caucasian_A,Crossville Tennessee,suggestion,2/8/16,F
5533,R_12xp4GVfmfGfbLq,Imperative,Cards,Andrea,H_Level,request,80,60,49,40,,,M,40s,Caucasian_A,Crossville Tennessee,invitation,2/8/16,F
5534,R_21AJOmGODzW5heC,Imperative,Report,Kate,H_Level,request,83,82,15,11,,,M,30s,Caucasian_A,"Georgetown, SC",command,2/8/16,F
5535,R_21AJOmGODzW5heC,Imperative,Friday,Aron,Level,request,15,73,76,53,,,M,30s,Caucasian_A,"Georgetown, SC",command,2/8/16,M
5536,R_21AJOmGODzW5heC,Imperative,Pill,Kate,Level,request,31,51,52,53,,,M,30s,Caucasian_A,"Georgetown, SC",advice,2/8/16,F
5537,R_21AJOmGODzW5heC,Imperative,Highway,Ed,Fall,suggestion,26,63,72,66,,,M,30s,Caucasian_A,"Georgetown, SC",advice,2/8/16,M
5538,R_21AJOmGODzW5heC,Imperative,Dinner,Ed,Fall,wish,68,66,29,27,,,M,30s,Caucasian_A,"Georgetown, SC",wish,2/8/16,M
5539,R_21AJOmGODzW5heC,Imperative,Well,Andrea,Rise,suggestion,45,24,42,35,,,M,30s,Caucasian_A,"Georgetown, SC",wish,2/8/16,F
5540,R_21AJOmGODzW5heC,Imperative,Cookie,Kate,Level,request,6,73,87,86,,,M,30s,Caucasian_A,"Georgetown, SC",suggestion,2/8/16,F
5541,R_21AJOmGODzW5heC,Imperative,Cards,Andrea,Level,wish,87,36,25,28,,,M,30s,Caucasian_A,"Georgetown, SC",invitation,2/8/16,F
5542,R_1o5u2XFWkTcCBS4,Imperative,Report,Kate,Fall,request,63,71,42,46,,sounds like another annoyed teacher,M,30s,Caucasian_A,"Long Island, NY",command,2/8/16,F
5543,R_1o5u2XFWkTcCBS4,Imperative,Friday,Aron,Rise,request,71,91,35,22,,sounds like a teacher who sounds irritated that deadline was missed,M,30s,Caucasian_A,"Long Island, NY",command,2/8/16,M
5544,R_1o5u2XFWkTcCBS4,Imperative,Pill,Kate,H_Level,request,1,98,75,50,,nurse or doctor to patient,M,30s,Caucasian_A,"Long Island, NY",advice,2/8/16,F
5545,R_1o5u2XFWkTcCBS4,Imperative,Highway,Ed,Rise,info_s,68,26,35,28,,sounds like teenager addressing parent,M,30s,Caucasian_A,"Long Island, NY",advice,2/8/16,M
5546,R_1o5u2XFWkTcCBS4,Imperative,Dinner,Ed,Level,wish,70,71,28,26,sounds like speaker wants listener to go away,,M,30s,Caucasian_A,"Long Island, NY",wish,2/8/16,M
5547,R_1o5u2XFWkTcCBS4,Imperative,Well,Andrea,Fall,wish,8,50,67,54,,,M,30s,Caucasian_A,"Long Island, NY",wish,2/8/16,F
5548,R_1o5u2XFWkTcCBS4,Imperative,Cookie,Kate,Fall,invitation,30,31,68,69,sounds friendly,sounds like a foreigner in a foreign country who can't communicate with the guest to come inside,M,30s,Caucasian_A,"Long Island, NY",suggestion,2/8/16,F
5549,R_1o5u2XFWkTcCBS4,Imperative,Cards,Andrea,Level,suggestion,50,37,38,50,,Speaker sounds bored.  Addressing an acquaintance. ,M,30s,Caucasian_A,"Long Island, NY",invitation,2/8/16,F
5550,R_6R81NMis5Azr3Wx,Imperative,Report,Kate,H_Level,request,30,81,75,40,,,F,50s_60s,Caucasian_A,"Oroville, California",command,2/8/16,F
5551,R_6R81NMis5Azr3Wx,Imperative,Friday,Aron,Fall,request,0,90,91,90,,,F,50s_60s,Caucasian_A,"Oroville, California",command,2/8/16,M
5552,R_6R81NMis5Azr3Wx,Imperative,Pill,Kate,Fall,request,0,95,94,90,,,F,50s_60s,Caucasian_A,"Oroville, California",advice,2/8/16,F
5553,R_6R81NMis5Azr3Wx,Imperative,Highway,Ed,Rise,suggestion,11,40,81,29,sounds unsure,,F,50s_60s,Caucasian_A,"Oroville, California",advice,2/8/16,M
5554,R_6R81NMis5Azr3Wx,Imperative,Dinner,Ed,Rise,wish,0,30,100,100,,,F,50s_60s,Caucasian_A,"Oroville, California",wish,2/8/16,M
5555,R_6R81NMis5Azr3Wx,Imperative,Well,Andrea,Level,wish,0,50,100,100,,,F,50s_60s,Caucasian_A,"Oroville, California",wish,2/8/16,F
5556,R_6R81NMis5Azr3Wx,Imperative,Cookie,Kate,Level,request,0,70,70,75,,,F,50s_60s,Caucasian_A,"Oroville, California",suggestion,2/8/16,F
5557,R_6R81NMis5Azr3Wx,Imperative,Cards,Andrea,H_Level,invitation,50,52,39,40,,,F,50s_60s,Caucasian_A,"Oroville, California",invitation,2/8/16,F
5558,R_C7vYF8HsDR7LhsJ,Imperative,Report,Kate,Rise,wish,20,100,50,50,,,M,20s,Caucasian_A,Hesperia,command,2/8/16,F
5559,R_C7vYF8HsDR7LhsJ,Imperative,Friday,Aron,Fall,request,30,60,100,50,,,M,20s,Caucasian_A,Hesperia,command,2/8/16,M
5560,R_C7vYF8HsDR7LhsJ,Imperative,Pill,Kate,Rise,request,20,40,50,90,,,M,20s,Caucasian_A,Hesperia,advice,2/8/16,F
5561,R_C7vYF8HsDR7LhsJ,Imperative,Highway,Ed,H_Level,suggestion,0,40,35,35,,,M,20s,Caucasian_A,Hesperia,advice,2/8/16,M
5562,R_C7vYF8HsDR7LhsJ,Imperative,Dinner,Ed,H_Level,wish,20,60,60,90,,,M,20s,Caucasian_A,Hesperia,wish,2/8/16,M
5563,R_C7vYF8HsDR7LhsJ,Imperative,Well,Andrea,H_Level,wish,10,40,80,90,,,M,20s,Caucasian_A,Hesperia,wish,2/8/16,F
5564,R_C7vYF8HsDR7LhsJ,Imperative,Cookie,Kate,Rise,request,0,0,100,100,,,M,20s,Caucasian_A,Hesperia,suggestion,2/8/16,F
5565,R_C7vYF8HsDR7LhsJ,Imperative,Cards,Andrea,Level,request,90,50,20,30,,,M,20s,Caucasian_A,Hesperia,invitation,2/8/16,F
5566,R_2fqwnCsTP6bYZnX,Imperative,Report,Kate,Fall,request,69,89,50,50,,,M,20s,Caucasian_A,"Moneroe, Louisiana",command,2/8/16,F
5567,R_2fqwnCsTP6bYZnX,Imperative,Friday,Aron,Rise,request,19,80,81,60,,,M,20s,Caucasian_A,"Moneroe, Louisiana",command,2/8/16,M
5568,R_2fqwnCsTP6bYZnX,Imperative,Pill,Kate,Rise,info_s,2,20,91,69,,,M,20s,Caucasian_A,"Moneroe, Louisiana",advice,2/8/16,F
5569,R_2fqwnCsTP6bYZnX,Imperative,Highway,Ed,Rise,info_s,19,9,41,51,,,M,20s,Caucasian_A,"Moneroe, Louisiana",advice,2/8/16,M
5570,R_2fqwnCsTP6bYZnX,Imperative,Dinner,Ed,Level,suggestion,68,50,29,21,,,M,20s,Caucasian_A,"Moneroe, Louisiana",wish,2/8/16,M
5571,R_2fqwnCsTP6bYZnX,Imperative,Well,Andrea,H_Level,suggestion,0,9,91,95,,,M,20s,Caucasian_A,"Moneroe, Louisiana",wish,2/8/16,F
5572,R_2fqwnCsTP6bYZnX,Imperative,Cookie,Kate,Level,request,4,80,61,50,,,M,20s,Caucasian_A,"Moneroe, Louisiana",suggestion,2/8/16,F
5573,R_2fqwnCsTP6bYZnX,Imperative,Cards,Andrea,Level,request,100,70,11,29,,,M,20s,Caucasian_A,"Moneroe, Louisiana",invitation,2/8/16,F
5574,R_11irE7GTg27ceqZ,Imperative,Report,Kate,Fall,request,86,88,21,29,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",command,2/8/16,F
5575,R_11irE7GTg27ceqZ,Imperative,Friday,Aron,Fall,request,0,20,76,81,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",command,2/8/16,M
5576,R_11irE7GTg27ceqZ,Imperative,Pill,Kate,Level,request,0,0,100,100,no,she seems friendly and not demanding,M,20s,Caucasian_A,"Ocala, FL, USA",advice,2/8/16,F
5577,R_11irE7GTg27ceqZ,Imperative,Highway,Ed,Rise,suggestion,32,14,60,59,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",advice,2/8/16,M
5578,R_11irE7GTg27ceqZ,Imperative,Dinner,Ed,Fall,wish,18,26,71,71,no,no,M,20s,Caucasian_A,"Ocala, FL, USA",wish,2/8/16,M
5579,R_11irE7GTg27ceqZ,Imperative,Well,Andrea,Level,wish,0,0,63,91,no,sounded like they didn't really mean what they said,M,20s,Caucasian_A,"Ocala, FL, USA",wish,2/8/16,F
5580,R_11irE7GTg27ceqZ,Imperative,Cookie,Kate,Fall,invitation,0,0,100,100,no,she seems nice,M,20s,Caucasian_A,"Ocala, FL, USA",suggestion,2/8/16,F
5581,R_11irE7GTg27ceqZ,Imperative,Cards,Andrea,Level,invitation,16,0,81,80,no,they seemed somewhat sarcastic,M,20s,Caucasian_A,"Ocala, FL, USA",invitation,2/8/16,F
5582,R_24rbyzDYkhltuE4,Imperative,Report,Kate,Level,request,25,70,61,46,,,M,40s,Caucasian_A,"Dallas, Texas",command,2/8/16,F
5583,R_24rbyzDYkhltuE4,Imperative,Friday,Aron,Fall,request,40,73,45,60,,,M,40s,Caucasian_A,"Dallas, Texas",command,2/8/16,M
5584,R_24rbyzDYkhltuE4,Imperative,Pill,Kate,Level,request,19,61,81,70,,,M,40s,Caucasian_A,"Dallas, Texas",advice,2/8/16,F
5585,R_24rbyzDYkhltuE4,Imperative,Highway,Ed,Rise,suggestion,11,46,81,46,,,M,40s,Caucasian_A,"Dallas, Texas",advice,2/8/16,M
5586,R_24rbyzDYkhltuE4,Imperative,Dinner,Ed,Rise,info_s,20,30,71,80,,,M,40s,Caucasian_A,"Dallas, Texas",wish,2/8/16,M
5587,R_24rbyzDYkhltuE4,Imperative,Well,Andrea,Level,wish,0,20,86,91,,,M,40s,Caucasian_A,"Dallas, Texas",wish,2/8/16,F
5588,R_24rbyzDYkhltuE4,Imperative,Cookie,Kate,Level,invitation,0,19,80,90,,,M,40s,Caucasian_A,"Dallas, Texas",suggestion,2/8/16,F
5589,R_24rbyzDYkhltuE4,Imperative,Cards,Andrea,Level,invitation,0,31,65,70,,,M,40s,Caucasian_A,"Dallas, Texas",invitation,2/8/16,F
5590,R_1F4VOtImkqueoSQ,Imperative,Report,Kate,H_Level,request,0,81,80,59,,,M,30s,Caucasian_A,Little Rock,command,2/8/16,F
5591,R_1F4VOtImkqueoSQ,Imperative,Friday,Aron,H_Level,request,0,70,67,57,,,M,30s,Caucasian_A,Little Rock,command,2/8/16,M
5592,R_1F4VOtImkqueoSQ,Imperative,Pill,Kate,Rise,request,0,70,92,56,,,M,30s,Caucasian_A,Little Rock,advice,2/8/16,F
5593,R_1F4VOtImkqueoSQ,Imperative,Highway,Ed,H_Level,request,36,15,37,37,,,M,30s,Caucasian_A,Little Rock,advice,2/8/16,M
5594,R_1F4VOtImkqueoSQ,Imperative,Dinner,Ed,H_Level,wish,30,14,51,57,,he sounds tired,M,30s,Caucasian_A,Little Rock,wish,2/8/16,M
5595,R_1F4VOtImkqueoSQ,Imperative,Well,Andrea,H_Level,wish,0,20,92,86,,,M,30s,Caucasian_A,Little Rock,wish,2/8/16,F
5596,R_1F4VOtImkqueoSQ,Imperative,Cookie,Kate,Level,request,0,29,86,100,,,M,30s,Caucasian_A,Little Rock,suggestion,2/8/16,F
5597,R_1F4VOtImkqueoSQ,Imperative,Cards,Andrea,Fall,invitation,0,70,76,60,,,M,30s,Caucasian_A,Little Rock,invitation,2/8/16,F
5598,R_2RQZZxMpDDTCMoz,Imperative,Report,Kate,Level,request,59,67,35,45,,The speaker sounds somewhat impatient and impersonal,M,20s,Caucasian_A,"Eugene, OR",command,2/8/16,F
5599,R_2RQZZxMpDDTCMoz,Imperative,Friday,Aron,Fall,request,17,65,60,54,,The speaker seems calm and self assured,M,20s,Caucasian_A,"Eugene, OR",command,2/8/16,M
5600,R_2RQZZxMpDDTCMoz,Imperative,Pill,Kate,Fall,suggestion,14,49,69,65,,I didn't get any strong impressions from the speaker,M,20s,Caucasian_A,"Eugene, OR",advice,2/8/16,F
5601,R_2RQZZxMpDDTCMoz,Imperative,Highway,Ed,Level,suggestion,45,35,55,45,No,"The speaker sounds somewhat neutral, bored, and unemotional",M,20s,Caucasian_A,"Eugene, OR",advice,2/8/16,M
5602,R_2RQZZxMpDDTCMoz,Imperative,Dinner,Ed,Level,suggestion,54,61,45,50,,The speaker sounds slightly snobbish and sarcastic,M,20s,Caucasian_A,"Eugene, OR",wish,2/8/16,M
5603,R_2RQZZxMpDDTCMoz,Imperative,Well,Andrea,H_Level,wish,22,36,71,55,,The speaker sounds a bit disingenuous,M,20s,Caucasian_A,"Eugene, OR",wish,2/8/16,F
5604,R_2RQZZxMpDDTCMoz,Imperative,Cookie,Kate,Fall,suggestion,9,55,60,50,The sentence is hard for me to understand or make total sense of,The speaker sounds knowledgeable and helpful,M,20s,Caucasian_A,"Eugene, OR",suggestion,2/8/16,F
5605,R_2RQZZxMpDDTCMoz,Imperative,Cards,Andrea,Level,request,68,32,38,45,,"The speaker sounds a bit sad and / or unenthusiastic, and slightly stuck-up",M,20s,Caucasian_A,"Eugene, OR",invitation,2/8/16,F
5606,R_1HrGIZOKfqlw5mp,Imperative,Report,Kate,Level,request,95,95,0,0,,,F,50s_60s,Caucasian_A,"tucson,az",command,2/8/16,F
5607,R_1HrGIZOKfqlw5mp,Imperative,Friday,Aron,Fall,request,70,70,40,35,,,F,50s_60s,Caucasian_A,"tucson,az",command,2/8/16,M
5608,R_1HrGIZOKfqlw5mp,Imperative,Pill,Kate,H_Level,request,0,60,80,75,,,F,50s_60s,Caucasian_A,"tucson,az",advice,2/8/16,F
5609,R_1HrGIZOKfqlw5mp,Imperative,Highway,Ed,Fall,suggestion,58,80,60,40,,,F,50s_60s,Caucasian_A,"tucson,az",advice,2/8/16,M
5610,R_1HrGIZOKfqlw5mp,Imperative,Dinner,Ed,H_Level,wish,10,20,70,70,,,F,50s_60s,Caucasian_A,"tucson,az",wish,2/8/16,M
5611,R_1HrGIZOKfqlw5mp,Imperative,Well,Andrea,Fall,wish,0,0,70,70,,,F,50s_60s,Caucasian_A,"tucson,az",wish,2/8/16,F
5612,R_1HrGIZOKfqlw5mp,Imperative,Cookie,Kate,Rise,invitation,0,0,90,90,,,F,50s_60s,Caucasian_A,"tucson,az",suggestion,2/8/16,F
5613,R_1HrGIZOKfqlw5mp,Imperative,Cards,Andrea,H_Level,invitation,0,0,90,90,,,F,50s_60s,Caucasian_A,"tucson,az",invitation,2/8/16,F
5614,R_6tBxhqm7muG7Qc5,Imperative,Report,Kate,Fall,request,40,90,51,44,,Speaker seems to be in a place of authority and confident in her request. ,F,20s,Caucasian_A,"Tuscon, Arizona ",command,2/8/16,F
5615,R_6tBxhqm7muG7Qc5,Imperative,Friday,Aron,H_Level,request,43,24,55,50,,Speaker seems reserved and unsure with the way he delivers the statement sounding like a question. ,F,20s,Caucasian_A,"Tuscon, Arizona ",command,2/8/16,M
5616,R_6tBxhqm7muG7Qc5,Imperative,Pill,Kate,Fall,request,19,71,60,49,,Speaker seemed confident and sure of what she was stating. ,F,20s,Caucasian_A,"Tuscon, Arizona ",advice,2/8/16,F
5617,R_6tBxhqm7muG7Qc5,Imperative,Highway,Ed,Level,suggestion,95,60,25,25,,Speaker seems depressed or lacking emotion - maybe just annoyance. ,F,20s,Caucasian_A,"Tuscon, Arizona ",advice,2/8/16,M
5618,R_6tBxhqm7muG7Qc5,Imperative,Dinner,Ed,Rise,info_s,8,20,74,66,,He is slightly hard to understand if he is asking a question or a statement. ,F,20s,Caucasian_A,"Tuscon, Arizona ",wish,2/8/16,M
5619,R_6tBxhqm7muG7Qc5,Imperative,Well,Andrea,Level,wish,15,15,20,25,The speaker seemed to be lacking emotions ,The speaker does not seem to mean it. ,F,20s,Caucasian_A,"Tuscon, Arizona ",wish,2/8/16,F
5620,R_6tBxhqm7muG7Qc5,Imperative,Cookie,Kate,H_Level,invitation,2,40,70,79,,"Speaker seems high energy, excited, happy ",F,20s,Caucasian_A,"Tuscon, Arizona ",suggestion,2/8/16,F
5621,R_6tBxhqm7muG7Qc5,Imperative,Cards,Andrea,H_Level,wish,31,40,42,54,,Speaker seems shy and unsure - can not tell if she is asking or telling ,F,20s,Caucasian_A,"Tuscon, Arizona ",invitation,2/8/16,F
5622,R_1Dv9vlcpbpvaU8T,Imperative,Report,Kate,Level,request,66,100,0,20,,,M,20s,Caucasian_A,"mayfield, ky",command,2/8/16,F
5623,R_1Dv9vlcpbpvaU8T,Imperative,Friday,Aron,Rise,request,0,65,89,78,,,M,20s,Caucasian_A,"mayfield, ky",command,2/8/16,M
5624,R_1Dv9vlcpbpvaU8T,Imperative,Pill,Kate,Rise,request,0,83,79,51,,,M,20s,Caucasian_A,"mayfield, ky",advice,2/8/16,F
5625,R_1Dv9vlcpbpvaU8T,Imperative,Highway,Ed,H_Level,suggestion,42,44,71,66,,,M,20s,Caucasian_A,"mayfield, ky",advice,2/8/16,M
5626,R_1Dv9vlcpbpvaU8T,Imperative,Dinner,Ed,H_Level,wish,0,0,100,100,,,M,20s,Caucasian_A,"mayfield, ky",wish,2/8/16,M
5627,R_1Dv9vlcpbpvaU8T,Imperative,Well,Andrea,Rise,wish,0,0,100,100,,,M,20s,Caucasian_A,"mayfield, ky",wish,2/8/16,F
5628,R_1Dv9vlcpbpvaU8T,Imperative,Cookie,Kate,Fall,request,0,0,100,100,,,M,20s,Caucasian_A,"mayfield, ky",suggestion,2/8/16,F
5629,R_1Dv9vlcpbpvaU8T,Imperative,Cards,Andrea,Level,request,8,74,14,38,,,M,20s,Caucasian_A,"mayfield, ky",invitation,2/8/16,F
5630,R_SIeg0GM9tpaVqa5,Imperative,Report,Kate,Rise,request,0,50,70,57,,,F,20s,Caucasian_A,chicago,command,2/8/16,F
5631,R_SIeg0GM9tpaVqa5,Imperative,Friday,Aron,Rise,request,0,50,69,50,,,F,20s,Caucasian_A,chicago,command,2/8/16,M
5632,R_SIeg0GM9tpaVqa5,Imperative,Pill,Kate,Level,suggestion,0,40,70,51,,,F,20s,Caucasian_A,chicago,advice,2/8/16,F
5633,R_SIeg0GM9tpaVqa5,Imperative,Highway,Ed,Fall,suggestion,17,81,50,55,,,F,20s,Caucasian_A,chicago,advice,2/8/16,M
5634,R_SIeg0GM9tpaVqa5,Imperative,Dinner,Ed,Rise,wish,20,30,50,50,,,F,20s,Caucasian_A,chicago,wish,2/8/16,M
5635,R_SIeg0GM9tpaVqa5,Imperative,Well,Andrea,H_Level,wish,10,20,60,70,,weaksauce,F,20s,Caucasian_A,chicago,wish,2/8/16,F
5636,R_SIeg0GM9tpaVqa5,Imperative,Cookie,Kate,H_Level,invitation,0,51,93,90,,,F,20s,Caucasian_A,chicago,suggestion,2/8/16,F
5637,R_SIeg0GM9tpaVqa5,Imperative,Cards,Andrea,Rise,invitation,40,40,51,40,,awkward,F,20s,Caucasian_A,chicago,invitation,2/8/16,F
5638,R_1GuYzAR8cX9MrtF,Imperative,Report,Kate,Rise,request,10,90,50,50,It almost sounded again like someone asking a question but the words were more like a command. ,It was hard to tell on this one how annoyed they were. ,M,40s,Caucasian_A,"Charlotte, NC",command,2/8/16,F
5639,R_1GuYzAR8cX9MrtF,Imperative,Friday,Aron,H_Level,request,0,80,70,65,This one was a very neutral. ,"It sounded a lot more like a computer generated voice than the last one, I guess. ",M,40s,Caucasian_A,"Charlotte, NC",command,2/8/16,M
5640,R_1GuYzAR8cX9MrtF,Imperative,Pill,Kate,H_Level,request,0,80,95,50,The end of the sentence sounded a little unnatural,none,M,40s,Caucasian_A,"Charlotte, NC",advice,2/8/16,F
5641,R_1GuYzAR8cX9MrtF,Imperative,Highway,Ed,Fall,request,50,75,10,50,Kind of emotionless,none,M,40s,Caucasian_A,"Charlotte, NC",advice,2/8/16,M
5642,R_1GuYzAR8cX9MrtF,Imperative,Dinner,Ed,H_Level,suggestion,50,10,0,10,Sounds like a waiter who does not want to be at work. ,"Very emotionless, like they are saying words they don't mean at all. ",M,40s,Caucasian_A,"Charlotte, NC",wish,2/8/16,M
5643,R_1GuYzAR8cX9MrtF,Imperative,Well,Andrea,H_Level,wish,0,0,90,100,There was almost a little twinge of sarcasm in there.,"This sounded very natural, not computer generated at all. ",M,40s,Caucasian_A,"Charlotte, NC",wish,2/8/16,F
5644,R_1GuYzAR8cX9MrtF,Imperative,Cookie,Kate,Rise,invitation,0,0,100,100,Sounds like a friendly person offering cookies. ,none,M,40s,Caucasian_A,"Charlotte, NC",suggestion,2/8/16,F
5645,R_1GuYzAR8cX9MrtF,Imperative,Cards,Andrea,Rise,suggestion,50,0,50,50,"This sounded odd, like they were making a statement but speaking like they were asking a question. ",I found it hard to rate this one. ,M,40s,Caucasian_A,"Charlotte, NC",invitation,2/8/16,F
5646,R_QchInJGFFRS0ouJ,Imperative,Report,Kate,Rise,request,0,100,90,50,,,M,50s_60s,Caucasian_A,"Phoenix, Arizona",command,2/8/16,F
5647,R_QchInJGFFRS0ouJ,Imperative,Friday,Aron,Rise,request,0,90,71,81,,,M,50s_60s,Caucasian_A,"Phoenix, Arizona",command,2/8/16,M
5648,R_QchInJGFFRS0ouJ,Imperative,Pill,Kate,Rise,request,0,98,91,70,,,M,50s_60s,Caucasian_A,"Phoenix, Arizona",advice,2/8/16,F
5649,R_QchInJGFFRS0ouJ,Imperative,Highway,Ed,H_Level,suggestion,0,91,70,70,,,M,50s_60s,Caucasian_A,"Phoenix, Arizona",advice,2/8/16,M
5650,R_QchInJGFFRS0ouJ,Imperative,Dinner,Ed,Fall,wish,0,0,91,81,,,M,50s_60s,Caucasian_A,"Phoenix, Arizona",wish,2/8/16,M
5651,R_QchInJGFFRS0ouJ,Imperative,Well,Andrea,H_Level,wish,0,0,91,91,,,M,50s_60s,Caucasian_A,"Phoenix, Arizona",wish,2/8/16,F
5652,R_QchInJGFFRS0ouJ,Imperative,Cookie,Kate,H_Level,request,0,95,80,95,,,M,50s_60s,Caucasian_A,"Phoenix, Arizona",suggestion,2/8/16,F
5653,R_QchInJGFFRS0ouJ,Imperative,Cards,Andrea,H_Level,invitation,0,80,81,81,,,M,50s_60s,Caucasian_A,"Phoenix, Arizona",invitation,2/8/16,F
5654,R_Tdgp4vsSVBEQ0QV,Imperative,Report,Kate,Fall,request,27,87,59,50,,,M,30s,Caucasian_A,"ann arbor, michigan",command,2/8/16,F
5655,R_Tdgp4vsSVBEQ0QV,Imperative,Friday,Aron,Rise,info_s,19,18,77,53,"Almost seemed like he's asking a question there, the way he raised his voice on the word friday.",,M,30s,Caucasian_A,"ann arbor, michigan",command,2/8/16,M
5656,R_Tdgp4vsSVBEQ0QV,Imperative,Pill,Kate,Rise,info_s,15,28,80,66,,,M,30s,Caucasian_A,"ann arbor, michigan",advice,2/8/16,F
5657,R_Tdgp4vsSVBEQ0QV,Imperative,Highway,Ed,Rise,info_s,64,26,46,51,,,M,30s,Caucasian_A,"ann arbor, michigan",advice,2/8/16,M
